module,pi,theta,karatsuba,length,cycles
nmh,226,5,1,840,1740
nmh,226,5,1,980,1931
nmh,226,5,1,1120,2379
nmh,226,5,1,1260,2162
nmh,226,5,1,1400,2612
nmh,226,5,1,1540,2799
nmh,226,5,1,1680,3241
nmh,226,5,1,1820,3035
nmh,226,5,1,1960,3486
nmh,226,5,1,2100,3683
nmh,226,5,1,2240,4117
nmh,226,5,1,2380,3909
nmh,226,5,1,2520,4359
nmh,226,5,1,2660,4545
nmh,226,5,1,2800,4985
nmh,226,5,1,2940,4782
nmh,226,5,1,3080,5238
nmh,226,5,1,3220,5419
nmh,226,5,1,3360,5867
nmh,226,5,1,3500,5656
nmh,226,5,1,3640,6108
nmh,226,5,1,3780,6286
nmh,226,5,1,3920,6745
nmh,226,5,1,4060,6530
nmh,226,5,1,4200,6978
nmh,226,5,1,4340,7160
nmh,226,5,1,4480,7607
nmh,226,5,1,4620,7405
nmh,226,5,1,4760,7850
nmh,226,5,1,4900,8042
nmh,226,5,1,5040,8483
nmh,226,5,1,5180,8280
nmh,226,5,1,5320,8723
nmh,226,5,1,5460,8908
nmh,226,5,1,5600,9346
nmh,226,5,1,5740,9154
nmh,226,5,1,5880,9603
nmh,226,5,1,6020,9783
nmh,226,5,1,6160,10230
nmh,226,5,1,6300,10024
nmh,226,5,1,6440,10479
nmh,226,5,1,6580,10654
nmh,226,5,1,6720,11101
nmh,226,5,1,6860,10898
nmh,226,5,1,7000,11343
nmh,226,5,1,7140,11528
nmh,226,5,1,7280,11967
nmh,226,5,1,7420,11775
nmh,226,5,1,7560,12216
nmh,226,5,1,7700,12404
nmh,226,5,1,7840,12853
nmh,226,5,1,7980,12651
nmh,226,5,1,8120,13091
nmh,226,5,1,8260,13284
nmh,226,5,1,8400,13730
nmh,226,5,1,8540,13525
nmh,226,5,1,8680,13963
nmh,226,5,1,8820,14146
nmh,226,5,1,8960,14607
nmh,226,5,1,9100,14398
nmh,226,5,1,9240,14844
nmh,226,5,1,9380,15018
nmh,226,5,1,9520,15481
nmh,226,5,1,9660,15273
nmh,226,5,1,9800,15711
nmh,226,5,1,9940,15901
nmh,226,5,1,10080,16359
nmh,226,5,1,10220,16146
nmh,226,5,1,10360,16581
nmh,226,5,1,10500,16763
nmh,226,5,1,10640,17223
