module,pi,theta,karatsuba,length,cycles
mmh,226,5,0,11116,25344
mmh,226,5,0,11228,25596
mmh,226,5,0,11340,25850
mmh,226,5,0,11452,26104
mmh,226,5,0,11564,26359
mmh,226,5,0,11676,26609
mmh,226,5,0,11788,26865
mmh,226,5,0,11900,27116
mmh,226,5,0,12012,27367
mmh,226,5,0,12124,27618
mmh,226,5,0,12236,27873
mmh,226,5,0,12348,28127
mmh,226,5,0,12460,28384
mmh,226,5,0,12572,28637
mmh,226,5,0,12684,28886
mmh,226,5,0,12796,29141
mmh,226,5,0,12908,29396
mmh,226,5,0,13020,29646
mmh,226,5,0,13132,29900
mmh,226,5,0,13244,30152
mmh,226,5,0,13356,30408
mmh,226,5,0,13468,30663
mmh,226,5,0,13580,30918
mmh,226,5,0,13692,31165
mmh,226,5,0,13804,31419
mmh,226,5,0,13916,31670
mmh,226,5,0,14028,31926
mmh,226,5,0,14140,32180
mmh,226,5,0,14252,32432
mmh,226,5,0,14364,32690
mmh,226,5,0,14476,32940
mmh,226,5,0,14588,33195
mmh,226,5,0,14700,33465
mmh,226,5,0,14812,33720
mmh,226,5,0,14924,33966
mmh,226,5,0,15036,34227
mmh,226,5,0,15148,34475
mmh,226,5,0,15260,34727
mmh,226,5,0,15372,34985
mmh,226,5,0,15484,35236
mmh,226,5,0,15596,35489
mmh,226,5,0,15708,35743
mmh,226,5,0,15820,35989
mmh,226,5,0,15932,36247
mmh,226,5,1,140,499
mmh,226,5,1,252,784
mmh,226,5,1,364,1075
mmh,226,5,1,476,1357
mmh,226,5,1,588,1638
mmh,226,5,1,700,1919
mmh,226,5,1,812,2201
mmh,226,5,1,924,2482
mmh,226,5,1,1036,2764
mmh,226,5,1,1148,3044
mmh,226,5,1,1260,3327
mmh,226,5,1,1372,3607
mmh,226,5,1,1484,3831
mmh,226,5,1,1596,4119
mmh,226,5,1,1708,4408
mmh,226,5,1,1820,4701
mmh,226,5,1,1932,4992
mmh,226,5,1,2044,5292
mmh,226,5,1,2156,5578
mmh,226,5,1,2268,5860
mmh,226,5,1,2380,6142
mmh,226,5,1,2492,6423
mmh,226,5,1,2604,6704
mmh,226,5,1,2716,6985
mmh,226,5,1,2828,7266
mmh,226,5,1,2940,7548
mmh,226,5,1,3052,7831
mmh,226,5,1,3164,8111
mmh,226,5,1,3276,8394
mmh,226,5,1,3388,8675
mmh,226,5,1,3500,8956
mmh,226,5,1,3612,9236
mmh,226,5,1,3724,9519
mmh,226,5,1,3836,9801
mmh,226,5,1,3948,10082
mmh,226,5,1,4060,10365
mmh,226,5,1,4172,10643
mmh,226,5,1,4284,10927
mmh,226,5,1,4396,11208
mmh,226,5,1,4508,11490
mmh,226,5,1,4620,11772
mmh,226,5,1,4732,12053
mmh,226,5,1,4844,12334
mmh,226,5,1,4956,12616
mmh,226,5,1,5068,12896
mmh,226,5,1,5180,13181
mmh,226,5,1,5292,13462
mmh,226,5,1,5404,13747
mmh,226,5,1,5516,14023
mmh,226,5,1,5628,14304
mmh,226,5,1,5740,14586
mmh,226,5,1,5852,14868
mmh,226,5,1,5964,15196
mmh,226,5,1,6076,15473
mmh,226,5,1,6188,15711
mmh,226,5,1,6300,15994
mmh,226,5,1,6412,16275
mmh,226,5,1,6524,16557
mmh,226,5,1,6636,16837
mmh,226,5,1,6748,17120
mmh,226,5,1,6860,17497
