module,pi,theta,karatsuba,length,cycles
nmh,116,3,1,11676,12379
nmh,116,3,1,11788,11879
nmh,116,3,1,11900,11989
nmh,116,3,1,12012,12102
nmh,116,3,1,12124,12215
nmh,116,3,1,12236,12328
nmh,116,3,1,12348,12440
nmh,116,3,1,12460,12552
nmh,116,3,1,12572,12664
nmh,116,3,1,12684,12777
nmh,116,3,1,12796,12887
nmh,116,3,1,12908,12999
nmh,116,3,1,13020,13113
nmh,116,3,1,13132,13227
nmh,116,3,1,13244,13336
nmh,116,3,1,13356,13449
nmh,116,3,1,13468,13560
nmh,116,3,1,13580,13672
nmh,116,3,1,13692,13785
nmh,116,3,1,13804,13896
nmh,116,3,1,13916,14009
nmh,116,3,1,14028,14120
nmh,116,3,1,14140,14234
nmh,116,3,1,14252,14345
nmh,116,3,1,14364,14459
nmh,116,3,1,14476,14572
nmh,116,3,1,14588,14685
nmh,116,3,1,14700,14796
nmh,116,3,1,14812,14911
nmh,116,3,1,14924,15018
nmh,116,3,1,15036,15131
nmh,116,3,1,15148,15243
nmh,116,3,1,15260,15354
nmh,116,3,1,15372,15466
nmh,116,3,1,15484,15579
nmh,116,3,1,15596,15689
nmh,116,3,1,15708,15806
nmh,116,3,1,15820,15914
nmh,116,3,1,15932,16028
nmh,226,5,0,140,378
nmh,226,5,0,252,529
nmh,226,5,0,364,696
nmh,226,5,0,476,858
nmh,226,5,0,588,1024
nmh,226,5,0,700,1188
nmh,226,5,0,812,1354
nmh,226,5,0,924,1520
nmh,226,5,0,1036,1692
nmh,226,5,0,1148,1853
nmh,226,5,0,1260,2014
nmh,226,5,0,1372,2173
nmh,226,5,0,1484,2336
nmh,226,5,0,1596,2494
nmh,226,5,0,1708,2656
nmh,226,5,0,1820,2836
nmh,226,5,0,1932,2998
nmh,226,5,0,2044,3158
nmh,226,5,0,2156,3321
nmh,226,5,0,2268,3481
nmh,226,5,0,2380,3644
